"Event Log Construction from Customer Service Conversations Using Natural Language Inference,Kecht,Egger,2021,1,1,1,1,0.5,1,0.5,6"
"Extracting Multiple Viewpoint Models from Relational Databases,Berti,van der Aalst,2020,1,1,1,1,0.5,0.5,1,6"
"Extracting Service Process Models from Location Data,Zhang,Martikainen,2018,1,1,1,1,0.5,0.5,1,6"
"FAM2BP: Transformation Framework of UML Behavioral Elements into BPMN Design Element,Chanda,Kanjilal,2011,1,1,1,0.5,0.5,0.5,1,5.5"
"Formal Modeling and Discovery of Hierarchical Business Processes: A Petri Net-Based Approach,Liu,Cheng,2023,1,1,1,1,1,1,1,7"
"From SBVR to BPMN and DMN Models,Kluza,Honkisz,2016,1,1,1,0.5,0.5,0.5,1,5.5"
""Discovering Expressive Process Models by Clustering Log Traces,Greco,Guzzo,2006,1,1,1,1,0.5,1,1,6.5""
""Discovering workflow models from activities' lifespans,Pinter,Golani,2004,1,1,1,1,0.5,0.5,1,6""
""Extracting Declarative Process Models from Natural Language,van der Aa,Di Ciccio,2019,1,1,1,1,0.5,1,0.5,6""
""From Organizational Guidelines to Business Process Models: Exploratory Case for an Ontology Based Methodology,Gürbüz,Demirörs,2017,1,1,1,0.5,0.5,1,0.5,5.5""
""From Personal Task Management to End-User Driven Business Process Modeling,Stoitsev,Scheidl,2008,1,1,1,1,0.5,0.5,1,6""
""From textual scenarios to a conceptual schema,Fliedl,Kop,2005,1,1,1,0.5,0.5,1,0.5,5.5""
""From User Goals to Process-based Service Compositions: a Flexible Semantic-based Approach,Mirbel,,2017,1,1,1,0.5,0.5,0,1,5""
"Generating BPMN diagram from textual requirements,Sholiq,Sarno,2022,1,1,1,1,1,0.5,1,6.5"
"Generating Business Process Models from Object Behavior Models,Redding,Dumas,2008,1,1,1,0.5,0.5,0.5,1,5.5"
"""Generating optimized configurable business process models in scenarios subject to uncertainty,Jiménez-Ramírez,Weber,2015,1,1,1,1,1,1,1,7"
"Generating Petri Net-Based Behavioral Models From Textual Use Cases and Application in Railway Networks,Ding,Zhou,2016,1,1,1,1,1,1,1,7"
"Generating UML Activity Diagram from SBVR Rules,Iqbal,Bajwa,2016,1,0.5,1,0.5,0.5,0.5,0.5,4.5"
"Generation of Business Process Models for Object Life Cycle Compliance,Küster,Ryndina,2007,1,1,1,0.5,1,1,1,6.5"
"Generation of Hierarchical Business Process Models from Attribute Relationship Diagrams,Kluza,Nalepa,2015,1,1,1,0.5,0.5,0.5,1,5.5"
"Goal-Driven Business Process Derivation,Ghose,Narendra,2011,1,1,1,0.5,0.5,1,0.5,5.5"
"Goal-Driven Composition of Business Process Models,Nagel,Gerth,2014,1,1,1,0.5,1,1,1,6.5"
""Generating Block-Structured Parallel Process Models by Demonstration,Lekić,Milićev,2021,1,1,1,1,0.5,0.5,1,6""
""Generating UML Use Case and Activity Diagrams Using NLP Techniques and Heuristics Rules,Maatuk,Abdelnabi,2021,1,0.5,1,0.5,0.5,0.5,0.5,4.5""
"Geschäftsprozessmodellierung mit kontrollierter natürlicher Sprache,Caporale,,,2016,1,1,1,0.5,1,0.5,1,6"
"Heuristic Linear Temporal Logic Pattern Algorithm in Business Process Model,Sungkono,Sarno,2019,1,1,1,1,0.5,0.5,1,6"
"""Hidden Markov Model for Process Mining of Parallel Business Processes,Sarno,Sungkono,2016,1,1,1,1,0.5,0.5,1,6"
"iMER: Iterative process of entity relationship and business process model extraction from the requirements,Javed,Lin,2021,1,1,1,1,1,1,1,7"
"Integrating Activity- and Goal-Based Workﬂows: A Data Model Based Design Method,Silva,García-Díaz,2016,1,1,1,1,0.5,0.5,1,6"
"Learning Hybrid Process Models From Events,van der Aalst,De Masellis,2017,1,1,1,1,1,1,1,7"
"Learning the Control-Flow of a Business Process Using ICN-Based Process Models,Rembert,Ellis,2009,1,1,1,0.5,0.5,1,1,6"
"Let Me Tell You a Story - On How to Build Process Models,Gonçalves,Santoro,2011,1,1,1,0.5,0.5,0.5,0.5,5"
"MailOfMine – Analyzing Mail Messages for Mining Artful Collaborative Processes,Di Ciccio,Mecella,2012,1,1,1,0.5,1,0.5,1,6"
"Mapping Textual Scenarios to Analyzable Petri-Net Models,Sarmiento,Almentero,2015,1,1,1,1,1,0.5,0.5,6"
"MINING AND MODELING DECISION WORKFLOWS FROM DSS USER ACTIVITY LOGS,Petrusel,,2009,1,1,1,1,1,0.5,1,6.5"
"Mining exact models of concurrent workﬂows,Schimm,,2004,1,1,1,1,1,0.5,1,6.5"
"Mining Inter-organizational Business Process Models from EDI Messages: A Case Study from the Automotive Sector,Engel,van der Aalst,2012,1,1,1,1,1,1,1,7"
"model[NL]generation: Natural Language Model Extraction,Ackermann,Volz,2013,1,1,1,0.5,1,0.5,0.5,5.5"
"On the Discovery of Explainable and Accurate Behavioral Models for Complex Lowly-Structured Business Processes,Folino,Guarascio,2015,1,1,1,1,0.5,0.5,0.5,5.5"
"Proactive Workflow Modeling by Stochastic Processes with Application to Healthcare Operation and Management,Liu,Ge,2014,1,1,1,1,0.5,1,0.5,6"
"Process Discovery from Model and Text Artefacts,Ghose,Koliadis,2007,1,1,1,0.5,0.5,0.5,0.5,5"
"Process Extraction from Texts using Semantic Unification,Sokolov,Timofeev,2015,1,1,1,0.5,1,0.5,0.5,5.5"
"Process Mining in Software Systems,Leemans,van der Aalst,2015,1,1,1,1,1,1,1,7"
"""Process mining with token carried data,Li,Ge,2016,1,1,1,1,1,1,1,7"
"Process Model Generation from Natural Language Text,Friedrich,Mendling,2011,1,1,1,1,0.5,1,1,6.5"
"Project EVER: Extraction and Processing of Procedural Experience Knowledge in Workflows,Bergmann,Minor,2014,1,1,1,1,1,1,1,7"
"Proposal of a Method for Creating a BPMN Model Based on the Data Extracted from a DMN Model,Kluza,Wisniewski,2022,1,1,1,0.5,0.5,0.5,1,5.5"
"Re-learning of Business Process Models from Legacy System Using Incremental Process Mining,Kalsing,Iochpe,2014,1,1,1,1,1,0.5,1,6.5"
"Rule-based Business Policies Speciﬁcation Reasoning and Integration for Business Process Model Extraction,Janjua,Hussain,2011,1,1,1,0.5,0.5,0.5,0.5,5"
"Rules Oriented Business Process Modeling,Wu,Yao,2011,1,0.5,1,0.5,1,0.5,0.5,5"
"Spreadsheets as Interoperability Solution for Business Process Representation,Wisniewski,Kluza,2019,1,1,1,1,1,0.5,1,6.5"
"Business Process Model Notation (BPMN) Extraction Using Abstract Syntax Tree (AST),Alawairdhi,,2015,1,1,1,0.5,0.5,0.5,0.5,5"
"Supporting Professional Spreadsheet Users by Generating Leveled Dataflow Diagrams,Hermans,Pinzger,2011,1,1,1,1,1,1,1,7"
"Synthesis of Regulation Compliant Business Processes,Ghanbari Ghooshchi,van Beest,2021,1,1,1,1,1,1,1,7"
"Temporal Network Representation of Event Logs for Improved Performance Modelling in Business Processes,Senderovich,Weidlich,2017,1,1,1,1,1,1,1,7"
"Time-based α+ miner for modelling business processes using temporal pattern,Effendi,Sarno,2020,1,1,1,1,1,0.5,1,6.5"
"Towards a Method to Retrieving Business Process Model from Source Code,Cesar,Fertalj,2024,1,1,1,0.5,0.5,0.5,0.5,5"
"Transformation of SBVR Business Design to UML Models,Raj,Prabhakar,2008,1,1,1,0.5,1,0.5,0.5,5.5"
"Transformation of Use Cases to EPC models,Lübke,,2006,1,1,1,0.5,1,0.5,1,6"
"Use Cases to Process Specifications in Business Process Modeling Notation,Sinha,Paradkar,2010,1,1,1,1,0.5,1,1,6.5"
"Visualization of Use Cases through Automatically Generated Activity Diagrams,Gutiérrez,Nebut,2008,1,1,1,1,1,1,1,7"
"Visualizing Use Case Sets as BPMN Processes,Lübke,Schneider,2008,1,1,1,0.5,0.5,0.5,1,5.5"
"Workflow Model Mining Based On Educational Management Data Logs,Cheng,Wang,2019,1,1,1,1,0.5,0.5,1,6"
""Graph-based managing and mining of processes and data in the domain of intellectual property,Hübscher,Geist,2022,1,1,1,0.5,1,1,1,6.5""
""Medical Workflow Modeling Using Alignment-Guided State-Splitting HMM,Yang,Zhou,2017,1,1,1,1,0.5,0.5,1,6""
""Mining Business Process Activities from Email Logs,Jlailaty,Grigori,2017,1,0.5,1,0.5,0.5,0.5,0.5,4.5""
""Process Discovery Using Graph Neural Networks,Sommers,Menkovski,2021,1,1,1,1,1,0,1,6""
""Process Synthesis with Sequential and Parallel Constraints,Mrasek,Mülle,2015,1,1,1,1,0.5,0.5,1,6""
""Say It in Your Own Words: Defining Declarative Process Models Using Speech Recognition,van der Aa,Balder,2020,1,1,1,1,0.5,0.5,0.5,5.5""
""Trace-Based Approach for Consistent Construction of Activity-Centric Process Models from Data-Centric Process Models,Kunchala,Yu,2020,1,1,1,0.5,0.5,0.5,1,5.5""
""Unleashing textual descriptions of business processes,Sánchez-Ferreres,Burattin,2021,1,1,1,0.5,0.5,0.5,1,5.5"
"An Integrated Approach for Discovering Process Models According to Business Process Types,Lamghari,,,2021,1,1,1,0.5,1,0.5,0.5,5.5"
"A hybrid approach to extract business process models with high fitness and precision,Cheng,Ou-Yang,2015,1,1,1,1,1,0.5,1,6.5"
"An Integrated mining approach to discover business process models with parallel structures: towards fitness improvement,Ou-Yang,Cheng,2015,1,1,1,1,1,1,1,7"
"Automated transformation of Business Rules into Business Processes From SBVR to BPMN,Chourabi,Akoka,2013,1,1,1,0.5,0,0.5,1,5"
"Generating a Process Model from a Process Audit Log,Golani,Pinter,2003,1,1,1,1,0.5,0.5,1,6"
"Learning Workflow Models from Event Logs Using Co-clustering,Liu,Ding,2013,1,1,1,1,1,0.5,1,6.5"
"Mining Process Models from Workflow Logs,Agrawal,Gunopulos,1997,1,1,1,1,0.5,0.5,1,6"
""Formalization of Textual Use Cases Based on Petri Nets,Some,,,2010,1,1,1,1,1,0.5,1,6.5"""
